SA1_7DIG16,LGA_NAME17,MetroMelbourne
2107707,Baw Baw (S),Rest of Vic.
2107708,Baw Baw (S),Rest of Vic.
2107709,Baw Baw (S),Rest of Vic.
2107710,Baw Baw (S),Rest of Vic.
2107711,Baw Baw (S),Rest of Vic.
2107712,Baw Baw (S),Rest of Vic.
2107713,Baw Baw (S),Rest of Vic.
2107714,Baw Baw (S),Rest of Vic.
2107714,Baw Baw (S),Rest of Vic.
2107715,Baw Baw (S),Rest of Vic.
2107716,Baw Baw (S),Rest of Vic.
2107903,Baw Baw (S),Rest of Vic.
2107904,Baw Baw (S),Rest of Vic.
2107905,Baw Baw (S),Rest of Vic.
2107906,Baw Baw (S),Rest of Vic.
2107907,Baw Baw (S),Rest of Vic.
2107908,Baw Baw (S),Rest of Vic.
2107909,Baw Baw (S),Rest of Vic.
2107910,Baw Baw (S),Rest of Vic.
2107911,Baw Baw (S),Rest of Vic.
2107912,Baw Baw (S),Rest of Vic.
2107913,Baw Baw (S),Rest of Vic.
2107914,Baw Baw (S),Rest of Vic.
2107915,Baw Baw (S),Rest of Vic.
2107915,Baw Baw (S),Rest of Vic.
2107916,Baw Baw (S),Rest of Vic.
2107917,Baw Baw (S),Rest of Vic.
2107808,Baw Baw (S),Rest of Vic.
2107809,Baw Baw (S),Rest of Vic.
2107810,Baw Baw (S),Rest of Vic.
2107811,Baw Baw (S),Rest of Vic.
2107812,Baw Baw (S),Rest of Vic.
2107813,Baw Baw (S),Rest of Vic.
2107814,Baw Baw (S),Rest of Vic.
2107815,Baw Baw (S),Rest of Vic.
2107816,Baw Baw (S),Rest of Vic.
2107817,Baw Baw (S),Rest of Vic.
2107818,Baw Baw (S),Rest of Vic.
2107819,Baw Baw (S),Rest of Vic.
2107820,Baw Baw (S),Rest of Vic.
2107821,Baw Baw (S),Rest of Vic.
2107901,Baw Baw (S),Rest of Vic.
2107902,Baw Baw (S),Rest of Vic.
2109346,Bass Coast (S),Rest of Vic.
2109347,Bass Coast (S),Rest of Vic.
2109348,Bass Coast (S),Rest of Vic.
2109349,Bass Coast (S),Rest of Vic.
2109351,Bass Coast (S),Rest of Vic.
2109352,Bass Coast (S),Rest of Vic.
2109353,Bass Coast (S),Rest of Vic.
2109354,Bass Coast (S),Rest of Vic.
2109355,Bass Coast (S),Rest of Vic.
2109356,Bass Coast (S),Rest of Vic.
2109357,Bass Coast (S),Rest of Vic.
2109358,Bass Coast (S),Rest of Vic.
2107601,Baw Baw (S),Rest of Vic.
2107603,Baw Baw (S),Rest of Vic.
2107604,Baw Baw (S),Rest of Vic.
2107605,Baw Baw (S),Rest of Vic.
2109329,Bass Coast (S),Rest of Vic.
2109330,Bass Coast (S),Rest of Vic.
2109331,Bass Coast (S),Rest of Vic.
2109332,Bass Coast (S),Rest of Vic.
2109333,Bass Coast (S),Rest of Vic.
2109334,Bass Coast (S),Rest of Vic.
2109335,Bass Coast (S),Rest of Vic.
2109336,Bass Coast (S),Rest of Vic.
2109337,Bass Coast (S),Rest of Vic.
2109338,Bass Coast (S),Rest of Vic.
2109340,Bass Coast (S),Rest of Vic.
2109341,Bass Coast (S),Rest of Vic.
2109342,Bass Coast (S),Rest of Vic.
2109343,Bass Coast (S),Rest of Vic.
2109344,Bass Coast (S),Rest of Vic.
2109345,Bass Coast (S),Rest of Vic.
2107623,Baw Baw (S),Rest of Vic.
2107624,Baw Baw (S),Rest of Vic.
2107625,Baw Baw (S),Rest of Vic.
2107626,Baw Baw (S),Rest of Vic.
2107627,Baw Baw (S),Rest of Vic.
2107628,Baw Baw (S),Rest of Vic.
2107629,Baw Baw (S),Rest of Vic.
2107630,Baw Baw (S),Rest of Vic.
2107631,Baw Baw (S),Rest of Vic.
2107632,Baw Baw (S),Rest of Vic.
2107633,Baw Baw (S),Rest of Vic.
2107635,Baw Baw (S),Rest of Vic.
2107636,Baw Baw (S),Rest of Vic.
2107637,Baw Baw (S),Rest of Vic.
2107638,Baw Baw (S),Rest of Vic.
2107702,Baw Baw (S),Rest of Vic.
2107607,Baw Baw (S),Rest of Vic.
2107608,Baw Baw (S),Rest of Vic.
2107609,Baw Baw (S),Rest of Vic.
2107610,Baw Baw (S),Rest of Vic.
2107611,Baw Baw (S),Rest of Vic.
2107612,Baw Baw (S),Rest of Vic.
2107613,Baw Baw (S),Rest of Vic.
2107614,Baw Baw (S),Rest of Vic.
2107615,Baw Baw (S),Rest of Vic.
2107616,Baw Baw (S),Rest of Vic.
2107617,Baw Baw (S),Rest of Vic.
2107618,Baw Baw (S),Rest of Vic.
2107619,Baw Baw (S),Rest of Vic.
2107620,Baw Baw (S),Rest of Vic.
2107621,Baw Baw (S),Rest of Vic.
2107622,Baw Baw (S),Rest of Vic.
2116921,Bayside (C),Greater Melbourne
2116922,Bayside (C),Greater Melbourne
2116923,Bayside (C),Greater Melbourne
2116924,Bayside (C),Greater Melbourne
2116925,Bayside (C),Greater Melbourne
2116926,Bayside (C),Greater Melbourne
2116927,Bayside (C),Greater Melbourne
2116928,Bayside (C),Greater Melbourne
2116929,Bayside (C),Greater Melbourne
2116930,Bayside (C),Greater Melbourne
2116931,Bayside (C),Greater Melbourne
2116932,Bayside (C),Greater Melbourne
2116933,Bayside (C),Greater Melbourne
2116934,Bayside (C),Greater Melbourne
2116935,Bayside (C),Greater Melbourne
2116936,Bayside (C),Greater Melbourne
2116905,Bayside (C),Greater Melbourne
2116906,Bayside (C),Greater Melbourne
2116907,Bayside (C),Greater Melbourne
2116908,Bayside (C),Greater Melbourne
2116909,Bayside (C),Greater Melbourne
2116910,Bayside (C),Greater Melbourne
2116911,Bayside (C),Greater Melbourne
2116912,Bayside (C),Greater Melbourne
2116913,Bayside (C),Greater Melbourne
2116914,Bayside (C),Greater Melbourne
2116915,Bayside (C),Greater Melbourne
2116916,Bayside (C),Greater Melbourne
2116917,Bayside (C),Greater Melbourne
2116918,Bayside (C),Greater Melbourne
2116919,Bayside (C),Greater Melbourne
2116920,Bayside (C),Greater Melbourne
2116953,Bayside (C),Greater Melbourne
2117001,Bayside (C),Greater Melbourne
2117002,Bayside (C),Greater Melbourne
2117003,Bayside (C),Greater Melbourne
2117004,Bayside (C),Greater Melbourne
2117005,Bayside (C),Greater Melbourne
2117006,Bayside (C),Greater Melbourne
2117007,Bayside (C),Greater Melbourne
2117008,Bayside (C),Greater Melbourne
2117009,Bayside (C),Greater Melbourne
2117010,Bayside (C),Greater Melbourne
2117011,Bayside (C),Greater Melbourne
2117012,Bayside (C),Greater Melbourne
2117013,Bayside (C),Greater Melbourne
2117014,Bayside (C),Greater Melbourne
2117015,Bayside (C),Greater Melbourne
2116937,Bayside (C),Greater Melbourne
2116938,Bayside (C),Greater Melbourne
2116939,Bayside (C),Greater Melbourne
2116940,Bayside (C),Greater Melbourne
2116941,Bayside (C),Greater Melbourne
2116942,Bayside (C),Greater Melbourne
2116943,Bayside (C),Greater Melbourne
2116944,Bayside (C),Greater Melbourne
2116945,Bayside (C),Greater Melbourne
2116946,Bayside (C),Greater Melbourne
2116947,Bayside (C),Greater Melbourne
2116948,Bayside (C),Greater Melbourne
2116949,Bayside (C),Greater Melbourne
2116950,Bayside (C),Greater Melbourne
2116951,Bayside (C),Greater Melbourne
2116952,Bayside (C),Greater Melbourne
2107935,Baw Baw (S),Rest of Vic.
2107936,Baw Baw (S),Rest of Vic.
2107938,Baw Baw (S),Rest of Vic.
2107939,Baw Baw (S),Rest of Vic.
2107940,Baw Baw (S),Rest of Vic.
2107941,Baw Baw (S),Rest of Vic.
2107942,Baw Baw (S),Rest of Vic.
2107943,Baw Baw (S),Rest of Vic.
2107944,Baw Baw (S),Rest of Vic.
2107945,Baw Baw (S),Rest of Vic.
2109802,Baw Baw (S),Rest of Vic.
2109805,Baw Baw (S),Rest of Vic.
2116801,Bayside (C),Greater Melbourne
2116802,Bayside (C),Greater Melbourne
2116803,Bayside (C),Greater Melbourne
2116804,Bayside (C),Greater Melbourne
2107918,Baw Baw (S),Rest of Vic.
2107919,Baw Baw (S),Rest of Vic.
2107920,Baw Baw (S),Rest of Vic.
2107921,Baw Baw (S),Rest of Vic.
2107922,Baw Baw (S),Rest of Vic.
2107923,Baw Baw (S),Rest of Vic.
2107924,Baw Baw (S),Rest of Vic.
2107925,Baw Baw (S),Rest of Vic.
2107926,Baw Baw (S),Rest of Vic.
2107927,Baw Baw (S),Rest of Vic.
2107928,Baw Baw (S),Rest of Vic.
2107929,Baw Baw (S),Rest of Vic.
2107930,Baw Baw (S),Rest of Vic.
2107931,Baw Baw (S),Rest of Vic.
2107932,Baw Baw (S),Rest of Vic.
2107933,Baw Baw (S),Rest of Vic.
2116821,Bayside (C),Greater Melbourne
2116822,Bayside (C),Greater Melbourne
2116823,Bayside (C),Greater Melbourne
2116824,Bayside (C),Greater Melbourne
2116825,Bayside (C),Greater Melbourne
2116826,Bayside (C),Greater Melbourne
2116827,Bayside (C),Greater Melbourne
2116828,Bayside (C),Greater Melbourne
2116829,Bayside (C),Greater Melbourne
2116830,Bayside (C),Greater Melbourne
2116831,Bayside (C),Greater Melbourne
2116832,Bayside (C),Greater Melbourne
2116901,Bayside (C),Greater Melbourne
2116902,Bayside (C),Greater Melbourne
2116903,Bayside (C),Greater Melbourne
2116904,Bayside (C),Greater Melbourne
2116805,Bayside (C),Greater Melbourne
2116806,Bayside (C),Greater Melbourne
2116807,Bayside (C),Greater Melbourne
2116808,Bayside (C),Greater Melbourne
2116809,Bayside (C),Greater Melbourne
2116810,Bayside (C),Greater Melbourne
2116811,Bayside (C),Greater Melbourne
2116812,Bayside (C),Greater Melbourne
2116813,Bayside (C),Greater Melbourne
2116814,Bayside (C),Greater Melbourne
2116815,Bayside (C),Greater Melbourne
2116816,Bayside (C),Greater Melbourne
2116817,Bayside (C),Greater Melbourne
2116818,Bayside (C),Greater Melbourne
2116819,Bayside (C),Greater Melbourne
2116820,Bayside (C),Greater Melbourne
2120113,Banyule (C),Greater Melbourne
2120114,Banyule (C),Greater Melbourne
2120115,Banyule (C),Greater Melbourne
2120116,Banyule (C),Greater Melbourne
2120117,Banyule (C),Greater Melbourne
2120118,Banyule (C),Greater Melbourne
2120119,Banyule (C),Greater Melbourne
2120201,Banyule (C),Greater Melbourne
2120202,Banyule (C),Greater Melbourne
2120203,Banyule (C),Greater Melbourne
2120204,Banyule (C),Greater Melbourne
2120205,Banyule (C),Greater Melbourne
2120206,Banyule (C),Greater Melbourne
2120207,Banyule (C),Greater Melbourne
2120208,Banyule (C),Greater Melbourne
2120209,Banyule (C),Greater Melbourne
2120023,Banyule (C),Greater Melbourne
2120024,Banyule (C),Greater Melbourne
2120025,Banyule (C),Greater Melbourne
2120026,Banyule (C),Greater Melbourne
2120101,Banyule (C),Greater Melbourne
2120102,Banyule (C),Greater Melbourne
2120103,Banyule (C),Greater Melbourne
2120104,Banyule (C),Greater Melbourne
2120105,Banyule (C),Greater Melbourne
2120106,Banyule (C),Greater Melbourne
2120107,Banyule (C),Greater Melbourne
2120108,Banyule (C),Greater Melbourne
2120109,Banyule (C),Greater Melbourne
2120110,Banyule (C),Greater Melbourne
2120111,Banyule (C),Greater Melbourne
2120112,Banyule (C),Greater Melbourne
2120227,Banyule (C),Greater Melbourne
2120228,Banyule (C),Greater Melbourne
2120229,Banyule (C),Greater Melbourne
2120230,Banyule (C),Greater Melbourne
2120231,Banyule (C),Greater Melbourne
2120232,Banyule (C),Greater Melbourne
2120233,Banyule (C),Greater Melbourne
2120234,Banyule (C),Greater Melbourne
2120235,Banyule (C),Greater Melbourne
2120236,Banyule (C),Greater Melbourne
2120237,Banyule (C),Greater Melbourne
2120238,Banyule (C),Greater Melbourne
2120239,Banyule (C),Greater Melbourne
2120240,Banyule (C),Greater Melbourne
2120241,Banyule (C),Greater Melbourne
2120301,Banyule (C),Greater Melbourne
2120210,Banyule (C),Greater Melbourne
2120211,Banyule (C),Greater Melbourne
2120212,Banyule (C),Greater Melbourne
2120213,Banyule (C),Greater Melbourne
2120214,Banyule (C),Greater Melbourne
2120215,Banyule (C),Greater Melbourne
2120216,Banyule (C),Greater Melbourne
2120217,Banyule (C),Greater Melbourne
2120219,Banyule (C),Greater Melbourne
2120220,Banyule (C),Greater Melbourne
2120221,Banyule (C),Greater Melbourne
2120222,Banyule (C),Greater Melbourne
2120223,Banyule (C),Greater Melbourne
2120224,Banyule (C),Greater Melbourne
2120225,Banyule (C),Greater Melbourne
2120226,Banyule (C),Greater Melbourne
2119907,Banyule (C),Greater Melbourne
2119908,Banyule (C),Greater Melbourne
2119909,Banyule (C),Greater Melbourne
2119910,Banyule (C),Greater Melbourne
2119911,Banyule (C),Greater Melbourne
2119912,Banyule (C),Greater Melbourne
2119913,Banyule (C),Greater Melbourne
2119914,Banyule (C),Greater Melbourne
2119915,Banyule (C),Greater Melbourne
2119916,Banyule (C),Greater Melbourne
2119917,Banyule (C),Greater Melbourne
2119918,Banyule (C),Greater Melbourne
2119919,Banyule (C),Greater Melbourne
2119920,Banyule (C),Greater Melbourne
2119921,Banyule (C),Greater Melbourne
2119922,Banyule (C),Greater Melbourne
2119824,Banyule (C),Greater Melbourne
2119825,Banyule (C),Greater Melbourne
2119826,Banyule (C),Greater Melbourne
2119827,Banyule (C),Greater Melbourne
2119828,Banyule (C),Greater Melbourne
2119829,Banyule (C),Greater Melbourne
2119830,Banyule (C),Greater Melbourne
2119831,Banyule (C),Greater Melbourne
2119832,Banyule (C),Greater Melbourne
2119833,Banyule (C),Greater Melbourne
2119901,Banyule (C),Greater Melbourne
2119902,Banyule (C),Greater Melbourne
2119903,Banyule (C),Greater Melbourne
2119904,Banyule (C),Greater Melbourne
2119905,Banyule (C),Greater Melbourne
2119906,Banyule (C),Greater Melbourne
2120007,Banyule (C),Greater Melbourne
2120008,Banyule (C),Greater Melbourne
2120009,Banyule (C),Greater Melbourne
2120010,Banyule (C),Greater Melbourne
2120011,Banyule (C),Greater Melbourne
2120012,Banyule (C),Greater Melbourne
2120013,Banyule (C),Greater Melbourne
2120014,Banyule (C),Greater Melbourne
2120015,Banyule (C),Greater Melbourne
2120016,Banyule (C),Greater Melbourne
2120017,Banyule (C),Greater Melbourne
2120018,Banyule (C),Greater Melbourne
2120019,Banyule (C),Greater Melbourne
2120020,Banyule (C),Greater Melbourne
2120021,Banyule (C),Greater Melbourne
2120022,Banyule (C),Greater Melbourne
2119923,Banyule (C),Greater Melbourne
2119924,Banyule (C),Greater Melbourne
2119925,Banyule (C),Greater Melbourne
2119926,Banyule (C),Greater Melbourne
2119927,Banyule (C),Greater Melbourne
2119928,Banyule (C),Greater Melbourne
2119929,Banyule (C),Greater Melbourne
2119930,Banyule (C),Greater Melbourne
2119931,Banyule (C),Greater Melbourne
2119932,Banyule (C),Greater Melbourne
2120001,Banyule (C),Greater Melbourne
2120002,Banyule (C),Greater Melbourne
2120003,Banyule (C),Greater Melbourne
2120004,Banyule (C),Greater Melbourne
2120005,Banyule (C),Greater Melbourne
2120006,Banyule (C),Greater Melbourne
2109112,Bass Coast (S),Rest of Vic.
2109113,Bass Coast (S),Rest of Vic.
2109113,Bass Coast (S),Rest of Vic.
2109113,Bass Coast (S),Rest of Vic.
2109113,Bass Coast (S),Rest of Vic.
2109114,Bass Coast (S),Rest of Vic.
2109114,Bass Coast (S),Rest of Vic.
2109115,Bass Coast (S),Rest of Vic.
2109116,Bass Coast (S),Rest of Vic.
2109117,Bass Coast (S),Rest of Vic.
2109118,Bass Coast (S),Rest of Vic.
2109119,Bass Coast (S),Rest of Vic.
2109120,Bass Coast (S),Rest of Vic.
2109121,Bass Coast (S),Rest of Vic.
2109122,Bass Coast (S),Rest of Vic.
2109123,Bass Coast (S),Rest of Vic.
2120420,Banyule (C),Greater Melbourne
2120421,Banyule (C),Greater Melbourne
2120422,Banyule (C),Greater Melbourne
2108923,Bass Coast (S),Rest of Vic.
2109101,Bass Coast (S),Rest of Vic.
2109102,Bass Coast (S),Rest of Vic.
2109103,Bass Coast (S),Rest of Vic.
2109104,Bass Coast (S),Rest of Vic.
2109105,Bass Coast (S),Rest of Vic.
2109106,Bass Coast (S),Rest of Vic.
2109107,Bass Coast (S),Rest of Vic.
2109108,Bass Coast (S),Rest of Vic.
2109109,Bass Coast (S),Rest of Vic.
2109110,Bass Coast (S),Rest of Vic.
2109110,Bass Coast (S),Rest of Vic.
2109111,Bass Coast (S),Rest of Vic.
2109313,Bass Coast (S),Rest of Vic.
2109313,Bass Coast (S),Rest of Vic.
2109314,Bass Coast (S),Rest of Vic.
2109315,Bass Coast (S),Rest of Vic.
2109316,Bass Coast (S),Rest of Vic.
2109317,Bass Coast (S),Rest of Vic.
2109318,Bass Coast (S),Rest of Vic.
2109319,Bass Coast (S),Rest of Vic.
2109320,Bass Coast (S),Rest of Vic.
2109321,Bass Coast (S),Rest of Vic.
2109322,Bass Coast (S),Rest of Vic.
2109324,Bass Coast (S),Rest of Vic.
2109325,Bass Coast (S),Rest of Vic.
2109326,Bass Coast (S),Rest of Vic.
2109327,Bass Coast (S),Rest of Vic.
2109328,Bass Coast (S),Rest of Vic.
2109124,Bass Coast (S),Rest of Vic.
2109124,Bass Coast (S),Rest of Vic.
2109124,Bass Coast (S),Rest of Vic.
2109124,Bass Coast (S),Rest of Vic.
2109301,Bass Coast (S),Rest of Vic.
2109302,Bass Coast (S),Rest of Vic.
2109303,Bass Coast (S),Rest of Vic.
2109304,Bass Coast (S),Rest of Vic.
2109305,Bass Coast (S),Rest of Vic.
2109306,Bass Coast (S),Rest of Vic.
2109307,Bass Coast (S),Rest of Vic.
2109308,Bass Coast (S),Rest of Vic.
2109309,Bass Coast (S),Rest of Vic.
2109310,Bass Coast (S),Rest of Vic.
2109311,Bass Coast (S),Rest of Vic.
2109312,Bass Coast (S),Rest of Vic.
2120318,Banyule (C),Greater Melbourne
2120319,Banyule (C),Greater Melbourne
2120320,Banyule (C),Greater Melbourne
2120321,Banyule (C),Greater Melbourne
2120322,Banyule (C),Greater Melbourne
2120323,Banyule (C),Greater Melbourne
2120324,Banyule (C),Greater Melbourne
2120325,Banyule (C),Greater Melbourne
2120326,Banyule (C),Greater Melbourne
2120327,Banyule (C),Greater Melbourne
2120328,Banyule (C),Greater Melbourne
2120329,Banyule (C),Greater Melbourne
2120330,Banyule (C),Greater Melbourne
2120331,Banyule (C),Greater Melbourne
2120332,Banyule (C),Greater Melbourne
2120333,Banyule (C),Greater Melbourne
2120302,Banyule (C),Greater Melbourne
2120303,Banyule (C),Greater Melbourne
2120304,Banyule (C),Greater Melbourne
2120305,Banyule (C),Greater Melbourne
2120306,Banyule (C),Greater Melbourne
2120307,Banyule (C),Greater Melbourne
2120308,Banyule (C),Greater Melbourne
2120309,Banyule (C),Greater Melbourne
2120310,Banyule (C),Greater Melbourne
2120311,Banyule (C),Greater Melbourne
2120312,Banyule (C),Greater Melbourne
2120313,Banyule (C),Greater Melbourne
2120314,Banyule (C),Greater Melbourne
2120315,Banyule (C),Greater Melbourne
2120316,Banyule (C),Greater Melbourne
2120317,Banyule (C),Greater Melbourne
2120404,Banyule (C),Greater Melbourne
2120405,Banyule (C),Greater Melbourne
2120406,Banyule (C),Greater Melbourne
2120407,Banyule (C),Greater Melbourne
2120408,Banyule (C),Greater Melbourne
2120409,Banyule (C),Greater Melbourne
2120410,Banyule (C),Greater Melbourne
2120411,Banyule (C),Greater Melbourne
2120412,Banyule (C),Greater Melbourne
2120413,Banyule (C),Greater Melbourne
2120414,Banyule (C),Greater Melbourne
2120415,Banyule (C),Greater Melbourne
2120416,Banyule (C),Greater Melbourne
2120417,Banyule (C),Greater Melbourne
2120418,Banyule (C),Greater Melbourne
2120419,Banyule (C),Greater Melbourne
2120334,Banyule (C),Greater Melbourne
2120335,Banyule (C),Greater Melbourne
2120336,Banyule (C),Greater Melbourne
